year;state;month;number;date
2004;PENDIK;KASIM;331;1.01.2004
2014;ZEYTINBURNU;HAZIRAN;331;1.01.2014
2001;BEYOGLU;EKIM;332;1.01.2001
2000;SARIYER;TEMMUZ;332;1.01.2000
1999;SARIYER;SUBAT;334;1.01.1999
2012;SILE;MAYIS;334;1.01.2012
1999;SILE;KASIM;334;1.01.1999
2012;SILE;ARALIK;334;1.01.2012
2005;BESIKTAS;EKIM;335;1.01.2005
2006;BEYKOZ;TEMMUZ;336;1.01.2006
2017;FATIH;SUBAT;337;1.01.2017
2001;SILE;TEMMUZ;337;1.01.2001
2003;ÜSKÜDAR;HAZIRAN;338;1.01.2003
2013;FATIH;NISAN;338;1.01.2013
2010;BESIKTAS;KASIM;339;1.01.2010
2006;SILE;ARALIK;339;1.01.2006
2004;ÇATALCA;HAZIRAN;340;1.01.2004
2013;BESIKTAS;KASIM;341;1.01.2013
2001;PENDIK;AGUSTOS;342;1.01.2001
2004;ZEYTINBURNU;TEMMUZ;342;1.01.2004
2017;KAGITHANE;EYLUL;343;1.01.2017
2011;ESENYURT;HAZIRAN;345;1.01.2011
2016;ESENYURT;TEMMUZ;345;1.01.2016
2011;FATIH;NISAN;345;1.01.2011
2000;BEYKOZ;TEMMUZ;345;1.01.2000
2013;UMRANIYE;KASIM;345;1.01.2013
2014;SILE;ARALIK;346;1.01.2014
2001;ZEYTINBURNU;HAZIRAN;346;1.01.2001
2009;KADIKOY;OCAK;347;1.01.2009
2015;SARIYER;TEMMUZ;347;1.01.2015
2010;SISLI;EKIM;347;1.01.2010
2003;KUCUKCEKMECE;KASIM;347;1.01.2003
2012;ARNAVUTKOY;EKIM;348;1.01.2012
2014;ESENYURT;KASIM;348;1.01.2014
2002;KUCUKCEKMECE;KASIM;348;1.01.2002
2013;SARIYER;TEMMUZ;350;1.01.2013
2004;UMRANIYE;MAYIS;350;1.01.2004
2004;PENDIK;ARALIK;351;1.01.2004
2009;SISLI;ARALIK;351;1.01.2009
2010;ATASEHIR;OCAK;351;1.01.2010
2011;SISLI;KASIM;352;1.01.2011
2010;KAGITHANE;EYLUL;353;1.01.2010
2014;BESIKTAS;ARALIK;354;1.01.2014
2010;BEYOGLU;KASIM;354;1.01.2010
2009;FATIH;TEMMUZ;354;1.01.2009
2011;UMRANIYE;MAYIS;354;1.01.2011
2003;BESIKTAS;EKIM;355;1.01.2003
2017;FATIH;OCAK;355;1.01.2017
2004;ATASEHIR;OCAK;355;1.01.2004
2014;ATASEHIR;OCAK;355;1.01.2014
2015;BEYOGLU;TEMMUZ;356;1.01.2015
2010;KADIKOY;EYLUL;357;1.01.2010
2010;SILE;ARALIK;357;1.01.2010
2007;FATIH;MAYIS;359;1.01.2007
2011;PENDIK;KASIM;359;1.01.2011
2007;SISLI;KASIM;359;1.01.2007
2011;BESIKTAS;ARALIK;360;1.01.2011
1998;FATIH;TEMMUZ;360;1.01.1998
2017;BEYKOZ;HAZIRAN;360;1.01.2017
2003;KAGITHANE;EKIM;360;1.01.2003
2013;SILE;TEMMUZ;361;1.01.2013
2013;ESENYURT;TEMMUZ;362;1.01.2013
2005;FATIH;MART;362;1.01.2005
2011;SILE;ARALIK;362;1.01.2011
2013;ESENYURT;MART;363;1.01.2013
2005;SARIYER;TEMMUZ;363;1.01.2005
2008;SISLI;KASIM;363;1.01.2008
2011;SISLI;ARALIK;364;1.01.2011
2014;FATIH;EYLUL;365;1.01.2014
1998;CEKMEKOY;TEMMUZ;365;1.01.1998
2003;KAGITHANE;KASIM;366;1.01.2003
2009;SARIYER;EKIM;367;1.01.2009
2005;ARNAVUTKOY;TEMMUZ;368;1.01.2005
2015;ZEYTINBURNU;EYLUL;368;1.01.2015
2016;UMRANIYE;NISAN;369;1.01.2016
2016;KADIKOY;EYLUL;370;1.01.2016
2001;SARIYER;TEMMUZ;371;1.01.2001
2015;FATIH;TEMMUZ;371;1.01.2015
2005;FATIH;NISAN;372;1.01.2005
1998;SISLI;EKIM;372;1.01.1998
2017;CEKMEKOY;KASIM;372;1.01.2017
2007;ESENYURT;OCAK;373;1.01.2007
2001;FATIH;KASIM;373;1.01.2001
2004;SISLI;ARALIK;373;1.01.2004
2014;SILE;HAZIRAN;373;1.01.2014
2002;SILE;ARALIK;373;1.01.2002
2013;UMRANIYE;MAYIS;373;1.01.2013
1999;UMRANIYE;TEMMUZ;373;1.01.1999
2015;UMRANIYE;ARALIK;373;1.01.2015
2016;FATIH;OCAK;374;1.01.2016
2002;SISLI;EYLUL;374;1.01.2002
2016;SILE;ARALIK;374;1.01.2016
2013;FATIH;SUBAT;375;1.01.2013
2012;FATIH;KASIM;375;1.01.2012
2003;ESENYURT;NISAN;376;1.01.2003
2009;FATIH;HAZIRAN;376;1.01.2009
2002;FATIH;ARALIK;376;1.01.2002
2014;BEYKOZ;HAZIRAN;376;1.01.2014
2013;FATIH;EKIM;378;1.01.2013
2015;KUCUKCEKMECE;AGUSTOS;379;1.01.2015
2003;FATIH;KASIM;380;1.01.2003
2001;ATASEHIR;NISAN;380;1.01.2001
2003;PENDIK;EKIM;381;1.01.2003
2000;PENDIK;EYLUL;381;1.01.2000
2006;FATIH;SUBAT;383;1.01.2006
2016;UMRANIYE;SUBAT;383;1.01.2016
2005;KADIKOY;OCAK;384;1.01.2005
2003;KADIKOY;EYLUL;384;1.01.2003
2005;KUCUKCEKMECE;KASIM;384;1.01.2005
2013;BESIKTAS;EKIM;385;1.01.2013
2012;ESENYURT;HAZIRAN;385;1.01.2012
2006;SISLI;KASIM;385;1.01.2006
2006;ATASEHIR;MART;385;1.01.2006
2005;PENDIK;EYLUL;386;1.01.2005
2004;PENDIK;KASIM;388;1.01.2004
2000;KADIKOY;ARALIK;389;1.01.2000
2005;KUCUKCEKMECE;AGUSTOS;391;1.01.2005
2012;ÇATALCA;OCAK;392;1.01.2012
2004;FATIH;HAZIRAN;394;1.01.2004
2015;FATIH;ARALIK;394;1.01.2015
2008;BESIKTAS;EKIM;395;1.01.2008
2001;ARNAVUTKOY;AGUSTOS;396;1.01.2001
2012;ESENYURT;NISAN;396;1.01.2012
2002;UMRANIYE;HAZIRAN;396;1.01.2002
1999;KADIKOY;ARALIK;397;1.01.1999
2009;ÇATALCA;TEMMUZ;397;1.01.2009
2013;ATASEHIR;OCAK;397;1.01.2013
2014;BEYKOZ;KASIM;398;1.01.2014
2012;KUCUKCEKMECE;AGUSTOS;398;1.01.2012
1999;ZEYTINBURNU;KASIM;398;1.01.1999
2011;BEYOGLU;KASIM;399;1.01.2011
2007;SARIYER;TEMMUZ;399;1.01.2007
2003;BEYKOZ;KASIM;399;1.01.2003
2002;PENDIK;EKIM;399;1.01.2002
2016;CEKMEKOY;KASIM;401;1.01.2016
2009;ESENYURT;KASIM;402;1.01.2009
2008;FATIH;HAZIRAN;403;1.01.2008
2006;ÇATALCA;OCAK;403;1.01.2006
2004;KAGITHANE;AGUSTOS;403;1.01.2004
2012;ESENYURT;MART;404;1.01.2012
2006;BESIKTAS;EKIM;405;1.01.2006
2014;ARNAVUTKOY;EKIM;406;1.01.2014
2001;BESIKTAS;KASIM;406;1.01.2001
2003;BEYKOZ;TEMMUZ;407;1.01.2003
2003;SILE;TEMMUZ;407;1.01.2003
2016;ESENYURT;KASIM;408;1.01.2016
2005;SISLI;EKIM;408;1.01.2005
2012;KAGITHANE;AGUSTOS;410;1.01.2012
2003;BESIKTAS;ARALIK;411;1.01.2003
2014;PENDIK;EKIM;411;1.01.2014
2000;SISLI;EKIM;411;1.01.2000
2004;BESIKTAS;EKIM;412;1.01.2004
2016;ÜSKÜDAR;OCAK;412;1.01.2016
2008;PENDIK;EYLUL;413;1.01.2008
2015;KAGITHANE;AGUSTOS;414;1.01.2015
2011;KADIKOY;EKIM;415;1.01.2011
2000;SILE;AGUSTOS;415;1.01.2000
2016;ESENYURT;HAZIRAN;416;1.01.2016
2002;KUCUKCEKMECE;EYLUL;416;1.01.2002
2002;BEYKOZ;KASIM;417;1.01.2002
2010;ATASEHIR;MART;417;1.01.2010
2016;ESENYURT;SUBAT;418;1.01.2016
2015;ATASEHIR;SUBAT;418;1.01.2015
2010;UMRANIYE;NISAN;419;1.01.2010
2009;UMRANIYE;HAZIRAN;421;1.01.2009
2012;BESIKTAS;ARALIK;422;1.01.2012
2004;SARIYER;HAZIRAN;422;1.01.2004
2005;BEYKOZ;KASIM;422;1.01.2005
2008;ATASEHIR;MART;422;1.01.2008
2003;ZEYTINBURNU;EKIM;422;1.01.2003
2004;ESENYURT;ARALIK;423;1.01.2004
2012;FATIH;MART;423;1.01.2012
2013;FATIH;KASIM;423;1.01.2013
2015;CEKMEKOY;TEMMUZ;423;1.01.2015
2009;PENDIK;EKIM;424;1.01.2009
1998;SILE;KASIM;424;1.01.1998
2004;UMRANIYE;KASIM;424;1.01.2004
2011;ARNAVUTKOY;AGUSTOS;425;1.01.2011
2016;FATIH;ARALIK;425;1.01.2016
2002;PENDIK;KASIM;425;1.01.2002
2001;ZEYTINBURNU;EYLUL;425;1.01.2001
2000;ÇATALCA;TEMMUZ;426;1.01.2000
2007;ÜSKÜDAR;OCAK;428;1.01.2007
2009;PENDIK;KASIM;428;1.01.2009
2016;ÇATALCA;SUBAT;430;1.01.2016
2006;UMRANIYE;TEMMUZ;430;1.01.2006
2010;FATIH;SUBAT;431;1.01.2010
2011;FATIH;ARALIK;431;1.01.2011
2004;KAGITHANE;EYLUL;431;1.01.2004
2008;FATIH;EKIM;432;1.01.2008
1998;ZEYTINBURNU;EKIM;434;1.01.1998
2017;UMRANIYE;KASIM;434;1.01.2017
2009;KADIKOY;EKIM;435;1.01.2009
2011;PENDIK;AGUSTOS;435;1.01.2011
2012;ZEYTINBURNU;AGUSTOS;435;1.01.2012
2003;ÜSKÜDAR;OCAK;436;1.01.2003
2010;ÇATALCA;OCAK;437;1.01.2010
2005;FATIH;OCAK;438;1.01.2005
2003;ESENYURT;OCAK;439;1.01.2003
2009;ESENYURT;AGUSTOS;439;1.01.2009
2005;FATIH;HAZIRAN;439;1.01.2005
2009;FATIH;KASIM;439;1.01.2009
2004;FATIH;NISAN;441;1.01.2004
2008;UMRANIYE;TEMMUZ;441;1.01.2008
2017;SARIYER;HAZIRAN;442;1.01.2017
2014;PENDIK;EYLUL;443;1.01.2014
2006;KAGITHANE;EYLUL;444;1.01.2006
2001;ZEYTINBURNU;EKIM;444;1.01.2001
2008;ARNAVUTKOY;AGUSTOS;445;1.01.2008
2011;FATIH;KASIM;445;1.01.2011
2005;SILE;TEMMUZ;445;1.01.2005
2014;SARIYER;TEMMUZ;446;1.01.2014
2007;BEYKOZ;TEMMUZ;446;1.01.2007
2013;FATIH;ARALIK;447;1.01.2013
2013;ÇATALCA;TEMMUZ;447;1.01.2013
1999;PENDIK;KASIM;447;1.01.1999
2012;SILE;KASIM;447;1.01.2012
2006;FATIH;MART;448;1.01.2006
2002;ZEYTINBURNU;TEMMUZ;448;1.01.2002
2017;SILE;KASIM;449;1.01.2017
2011;KAGITHANE;EYLUL;449;1.01.2011
2005;ÜSKÜDAR;OCAK;450;1.01.2005
2000;SILE;KASIM;450;1.01.2000
2011;KUCUKCEKMECE;EYLUL;450;1.01.2011
2010;PENDIK;KASIM;451;1.01.2010
1998;ZEYTINBURNU;HAZIRAN;451;1.01.1998
2014;UMRANIYE;KASIM;451;1.01.2014
1999;PENDIK;EKIM;452;1.01.1999
2005;SISLI;KASIM;452;1.01.2005
2004;CEKMEKOY;KASIM;452;1.01.2004
1999;ESENYURT;AGUSTOS;453;1.01.1999
2008;FATIH;AGUSTOS;456;1.01.2008
2017;ARNAVUTKOY;TEMMUZ;457;1.01.2017
1998;FATIH;EYLUL;457;1.01.1998
2012;PENDIK;EYLUL;459;1.01.2012
2003;SILE;ARALIK;459;1.01.2003
2014;KUCUKCEKMECE;AGUSTOS;459;1.01.2014
2004;ARNAVUTKOY;EKIM;461;1.01.2004
2001;SISLI;EKIM;461;1.01.2001
2011;SISLI;EKIM;461;1.01.2011
2013;BEYKOZ;TEMMUZ;462;1.01.2013
2011;SILE;HAZIRAN;462;1.01.2011
2007;KUCUKCEKMECE;AGUSTOS;462;1.01.2007
2004;SISLI;KASIM;465;1.01.2004
2005;CEKMEKOY;KASIM;465;1.01.2005
2013;KADIKOY;EKIM;466;1.01.2013
2014;FATIH;ARALIK;466;1.01.2014
2005;BEYKOZ;TEMMUZ;467;1.01.2005
2007;ÇATALCA;OCAK;467;1.01.2007
2012;UMRANIYE;MAYIS;467;1.01.2012
2017;BESIKTAS;EKIM;468;1.01.2017
2013;SILE;ARALIK;468;1.01.2013
2009;SARIYER;TEMMUZ;470;1.01.2009
2010;ATASEHIR;SUBAT;470;1.01.2010
2007;ZEYTINBURNU;AGUSTOS;470;1.01.2007
2012;BESIKTAS;EKIM;475;1.01.2012
2011;SARIYER;EKIM;476;1.01.2011
2007;FATIH;OCAK;476;1.01.2007
2007;FATIH;MART;476;1.01.2007
2007;ÇATALCA;TEMMUZ;476;1.01.2007
2013;PENDIK;EYLUL;476;1.01.2013
2002;ATASEHIR;SUBAT;476;1.01.2002
2014;ZEYTINBURNU;TEMMUZ;476;1.01.2014
2012;ESENYURT;ARALIK;477;1.01.2012
2009;BEYKOZ;TEMMUZ;477;1.01.2009
1999;BEYOGLU;EKIM;479;1.01.1999
2001;SARIYER;EKIM;479;1.01.2001
2011;ZEYTINBURNU;TEMMUZ;479;1.01.2011
2014;BESIKTAS;EKIM;480;1.01.2014
2016;KUCUKCEKMECE;TEMMUZ;480;1.01.2016
2013;PENDIK;AGUSTOS;481;1.01.2013
2017;FATIH;OCAK;482;1.01.2017
2016;FATIH;SUBAT;482;1.01.2016
1998;CEKMEKOY;EKIM;483;1.01.1998
2014;BESIKTAS;KASIM;484;1.01.2014
2009;CEKMEKOY;AGUSTOS;484;1.01.2009
2009;SISLI;KASIM;486;1.01.2009
2005;SILE;ARALIK;486;1.01.2005
2008;ZEYTINBURNU;EYLUL;486;1.01.2008
2013;SARIYER;AGUSTOS;488;1.01.2013
1998;ZEYTINBURNU;KASIM;488;1.01.1998
2016;ZEYTINBURNU;EYLUL;490;1.01.2016
2016;BESIKTAS;ARALIK;491;1.01.2016
2012;FATIH;ARALIK;492;1.01.2012
2015;ÜSKÜDAR;OCAK;494;1.01.2015
2010;ÜSKÜDAR;HAZIRAN;494;1.01.2010
2014;ATASEHIR;MART;494;1.01.2014
2007;ZEYTINBURNU;EYLUL;495;1.01.2007
2013;ZEYTINBURNU;AGUSTOS;497;1.01.2013
2013;ÜSKÜDAR;HAZIRAN;498;1.01.2013
1999;SILE;AGUSTOS;499;1.01.1999
2014;KAGITHANE;EKIM;500;1.01.2014
1999;ZEYTINBURNU;MAYIS;500;1.01.1999
2000;UMRANIYE;TEMMUZ;500;1.01.2000
2001;BEYOGLU;AGUSTOS;501;1.01.2001
2010;KADIKOY;EKIM;502;1.01.2010
2008;ÜSKÜDAR;TEMMUZ;502;1.01.2008
2000;FATIH;KASIM;502;1.01.2000
2016;ÇATALCA;HAZIRAN;502;1.01.2016
2003;PENDIK;KASIM;503;1.01.2003
2016;PENDIK;TEMMUZ;504;1.01.2016
2017;KADIKOY;EYLUL;505;1.01.2017
2015;FATIH;EKIM;507;1.01.2015
1998;ARNAVUTKOY;EYLUL;509;1.01.1998
2016;ARNAVUTKOY;EKIM;509;1.01.2016
2000;FATIH;EYLUL;510;1.01.2000
2003;SISLI;EYLUL;510;1.01.2003
2011;KAGITHANE;EYLUL;510;1.01.2011
2010;KUCUKCEKMECE;AGUSTOS;511;1.01.2010
1998;SARIYER;TEMMUZ;512;1.01.1998
2006;ÜSKÜDAR;TEMMUZ;512;1.01.2006
2015;UMRANIYE;MAYIS;512;1.01.2015
2007;ÜSKÜDAR;HAZIRAN;515;1.01.2007
2009;FATIH;MAYIS;516;1.01.2009
2003;CEKMEKOY;TEMMUZ;516;1.01.2003
2014;KADIKOY;EKIM;517;1.01.2014
2002;FATIH;HAZIRAN;517;1.01.2002
2010;ESENYURT;TEMMUZ;519;1.01.2010
2012;FATIH;NISAN;521;1.01.2012
2002;SISLI;KASIM;521;1.01.2002
2016;SARIYER;EKIM;522;1.01.2016
2012;PENDIK;AGUSTOS;522;1.01.2012
1999;ZEYTINBURNU;HAZIRAN;522;1.01.1999
2005;ZEYTINBURNU;AGUSTOS;522;1.01.2005
1999;KADIKOY;KASIM;524;1.01.1999
1998;ZEYTINBURNU;EYLUL;525;1.01.1998
2003;CEKMEKOY;KASIM;526;1.01.2003
2009;FATIH;OCAK;527;1.01.2009
2001;BEYKOZ;EKIM;528;1.01.2001
2005;ÜSKÜDAR;HAZIRAN;529;1.01.2005
2004;FATIH;TEMMUZ;529;1.01.2004
2000;FATIH;AGUSTOS;530;1.01.2000
2006;KUCUKCEKMECE;EYLUL;530;1.01.2006
2016;ARNAVUTKOY;TEMMUZ;533;1.01.2016
2003;ESENYURT;KASIM;533;1.01.2003
2002;SILE;TEMMUZ;534;1.01.2002
2012;FATIH;TEMMUZ;538;1.01.2012
2003;PENDIK;KASIM;538;1.01.2003
2001;ZEYTINBURNU;TEMMUZ;538;1.01.2001
2002;CEKMEKOY;TEMMUZ;539;1.01.2002
2015;FATIH;MAYIS;541;1.01.2015
2003;FATIH;EKIM;541;1.01.2003
2015;FATIH;SUBAT;542;1.01.2015
2005;BEYOGLU;EKIM;545;1.01.2005
2001;KADIKOY;ARALIK;545;1.01.2001
2004;SISLI;EKIM;545;1.01.2004
2005;ARNAVUTKOY;EKIM;547;1.01.2005
2015;SARIYER;KASIM;547;1.01.2015
2011;FATIH;MAYIS;547;1.01.2011
2003;ATASEHIR;OCAK;547;1.01.2003
2002;ESENYURT;TEMMUZ;549;1.01.2002
2001;ÜSKÜDAR;TEMMUZ;549;1.01.2001
2017;BEYOGLU;KASIM;552;1.01.2017
2011;FATIH;AGUSTOS;552;1.01.2011
2003;FATIH;MART;554;1.01.2003
2013;CEKMEKOY;EKIM;555;1.01.2013
2002;BESIKTAS;EKIM;557;1.01.2002
2014;BEYKOZ;TEMMUZ;559;1.01.2014
2003;SISLI;KASIM;560;1.01.2003
2013;ZEYTINBURNU;EYLUL;560;1.01.2013
2002;ZEYTINBURNU;HAZIRAN;562;1.01.2002
2013;FATIH;MART;563;1.01.2013
2001;FATIH;EKIM;563;1.01.2001
2012;SARIYER;TEMMUZ;564;1.01.2012
2004;SILE;TEMMUZ;564;1.01.2004
2009;ARNAVUTKOY;EKIM;565;1.01.2009
2015;BEYOGLU;ARALIK;565;1.01.2015
2008;SARIYER;AGUSTOS;568;1.01.2008
2009;SILE;ARALIK;570;1.01.2009
2006;ZEYTINBURNU;AGUSTOS;572;1.01.2006
2007;KAGITHANE;EYLUL;573;1.01.2007
1998;KADIKOY;KASIM;575;1.01.1998
1998;FATIH;EKIM;576;1.01.1998
2017;UMRANIYE;MAYIS;576;1.01.2017
2017;SARIYER;TEMMUZ;577;1.01.2017
2011;FATIH;ARALIK;577;1.01.2011
2011;ESENYURT;TEMMUZ;578;1.01.2011
2010;KADIKOY;ARALIK;578;1.01.2010
2004;ÇATALCA;OCAK;579;1.01.2004
2007;PENDIK;AGUSTOS;580;1.01.2007
2010;UMRANIYE;MAYIS;580;1.01.2010
2006;KADIKOY;EKIM;581;1.01.2006
2014;FATIH;EKIM;581;1.01.2014
1998;ZEYTINBURNU;AGUSTOS;581;1.01.1998
2000;ZEYTINBURNU;EYLUL;582;1.01.2000
2006;SARIYER;AGUSTOS;588;1.01.2006
2009;FATIH;KASIM;588;1.01.2009
2010;FATIH;TEMMUZ;589;1.01.2010
1998;KADIKOY;EYLUL;590;1.01.1998
2016;BEYOGLU;KASIM;591;1.01.2016
2001;FATIH;TEMMUZ;591;1.01.2001
2017;KUCUKCEKMECE;TEMMUZ;591;1.01.2017
2007;UMRANIYE;HAZIRAN;591;1.01.2007
2003;FATIH;SUBAT;592;1.01.2003
2001;BESIKTAS;ARALIK;593;1.01.2001
2002;ESENYURT;KASIM;593;1.01.2002
2008;SILE;KASIM;594;1.01.2008
2001;ZEYTINBURNU;AGUSTOS;595;1.01.2001
1998;ZEYTINBURNU;TEMMUZ;596;1.01.1998
2010;FATIH;EKIM;597;1.01.2010
2005;PENDIK;KASIM;597;1.01.2005
2015;PENDIK;EYLUL;599;1.01.2015
2010;ZEYTINBURNU;TEMMUZ;600;1.01.2010
2011;ÜSKÜDAR;HAZIRAN;602;1.01.2011
2010;ESENYURT;KASIM;605;1.01.2010
2010;FATIH;MART;605;1.01.2010
2008;BEYKOZ;AGUSTOS;605;1.01.2008
1998;KAGITHANE;ARALIK;605;1.01.1998
2013;SARIYER;EKIM;606;1.01.2013
2017;FATIH;NISAN;606;1.01.2017
2000;ZEYTINBURNU;HAZIRAN;606;1.01.2000
2011;SARIYER;TEMMUZ;607;1.01.2011
2012;KADIKOY;EYLUL;609;1.01.2012
2013;ESENYURT;AGUSTOS;610;1.01.2013
2017;BEYKOZ;TEMMUZ;610;1.01.2017
2008;ESENYURT;AGUSTOS;611;1.01.2008
2006;ÇATALCA;TEMMUZ;615;1.01.2006
2006;BEYKOZ;EKIM;616;1.01.2006
2007;KUCUKCEKMECE;EYLUL;617;1.01.2007
2014;UMRANIYE;MAYIS;618;1.01.2014
2015;BESIKTAS;KASIM;621;1.01.2015
2016;UMRANIYE;KASIM;623;1.01.2016
2004;BEYKOZ;TEMMUZ;625;1.01.2004
2015;SILE;ARALIK;626;1.01.2015
2017;KUCUKCEKMECE;EYLUL;626;1.01.2017
2016;KAGITHANE;EYLUL;628;1.01.2016
2012;KADIKOY;ARALIK;631;1.01.2012
2008;BEYOGLU;EKIM;632;1.01.2008
2011;ÇATALCA;TEMMUZ;632;1.01.2011
2000;ESENYURT;AGUSTOS;633;1.01.2000
1998;ÇATALCA;TEMMUZ;638;1.01.1998
2002;SISLI;EKIM;638;1.01.2002
2005;SARIYER;AGUSTOS;639;1.01.2005
2002;CEKMEKOY;KASIM;639;1.01.2002
2010;BEYOGLU;TEMMUZ;640;1.01.2010
2013;SILE;KASIM;640;1.01.2013
1998;UMRANIYE;TEMMUZ;640;1.01.1998
2002;FATIH;NISAN;641;1.01.2002
2006;KAGITHANE;AGUSTOS;642;1.01.2006
2014;KADIKOY;ARALIK;643;1.01.2014
2017;SILE;TEMMUZ;643;1.01.2017
2015;ZEYTINBURNU;AGUSTOS;643;1.01.2015
2000;CEKMEKOY;EKIM;644;1.01.2000
2016;KUCUKCEKMECE;EYLUL;644;1.01.2016
2004;ARNAVUTKOY;AGUSTOS;645;1.01.2004
2014;PENDIK;AGUSTOS;646;1.01.2014
2001;ATASEHIR;SUBAT;646;1.01.2001
2009;SARIYER;AGUSTOS;647;1.01.2009
2005;FATIH;EKIM;647;1.01.2005
2000;ZEYTINBURNU;EKIM;647;1.01.2000
2015;PENDIK;AGUSTOS;651;1.01.2015
2008;ARNAVUTKOY;EKIM;652;1.01.2008
2012;FATIH;EKIM;652;1.01.2012
2014;FATIH;MART;655;1.01.2014
2000;FATIH;EKIM;657;1.01.2000
2015;KADIKOY;EKIM;658;1.01.2015
2000;PENDIK;EKIM;658;1.01.2000
2012;ÇATALCA;TEMMUZ;661;1.01.2012
2007;ATASEHIR;MART;665;1.01.2007
2004;PENDIK;EKIM;666;1.01.2004
2007;FATIH;EKIM;668;1.01.2007
2000;KADIKOY;KASIM;669;1.01.2000
2012;BEYKOZ;TEMMUZ;669;1.01.2012
2003;KUCUKCEKMECE;EKIM;669;1.01.2003
2005;UMRANIYE;HAZIRAN;669;1.01.2005
2014;ESENYURT;AGUSTOS;674;1.01.2014
2005;BEYOGLU;TEMMUZ;676;1.01.2005
2014;BEYOGLU;KASIM;676;1.01.2014
2013;FATIH;AGUSTOS;677;1.01.2013
2013;ARNAVUTKOY;AGUSTOS;679;1.01.2013
2017;ÇATALCA;HAZIRAN;679;1.01.2017
2004;KAGITHANE;EKIM;680;1.01.2004
2012;BEYOGLU;KASIM;682;1.01.2012
2013;SARIYER;EYLUL;684;1.01.2013
2008;ÇATALCA;ARALIK;684;1.01.2008
1999;ZEYTINBURNU;TEMMUZ;684;1.01.1999
2001;UMRANIYE;EKIM;684;1.01.2001
2005;BESIKTAS;KASIM;685;1.01.2005
2009;SARIYER;EYLUL;685;1.01.2009
2017;FATIH;EKIM;685;1.01.2017
2009;BEYKOZ;AGUSTOS;685;1.01.2009
2002;SARIYER;TEMMUZ;686;1.01.2002
2002;ARNAVUTKOY;EKIM;687;1.01.2002
2016;FATIH;TEMMUZ;687;1.01.2016
2016;ZEYTINBURNU;TEMMUZ;687;1.01.2016
2007;ÇATALCA;ARALIK;689;1.01.2007
2015;SILE;TEMMUZ;690;1.01.2015
2011;BEYOGLU;EKIM;694;1.01.2011
2006;ZEYTINBURNU;EYLUL;694;1.01.2006
2002;BEYOGLU;EKIM;695;1.01.2002
2001;ESENYURT;KASIM;699;1.01.2001
2007;SISLI;EKIM;702;1.01.2007
2002;KUCUKCEKMECE;AGUSTOS;702;1.01.2002
2004;KUCUKCEKMECE;EKIM;704;1.01.2004
2015;FATIH;MART;705;1.01.2015
2004;ÜSKÜDAR;HAZIRAN;706;1.01.2004
2010;BEYKOZ;TEMMUZ;707;1.01.2010
2001;ÇATALCA;TEMMUZ;708;1.01.2001
2016;ÜSKÜDAR;HAZIRAN;709;1.01.2016
2004;BEYOGLU;EKIM;710;1.01.2004
2003;ESENYURT;ARALIK;710;1.01.2003
1998;SILE;AGUSTOS;711;1.01.1998
2008;ÜSKÜDAR;AGUSTOS;713;1.01.2008
2017;KUCUKCEKMECE;AGUSTOS;713;1.01.2017
2014;SILE;KASIM;717;1.01.2014
2011;UMRANIYE;HAZIRAN;717;1.01.2011
2009;UMRANIYE;EKIM;718;1.01.2009
2017;FATIH;MART;719;1.01.2017
2002;ZEYTINBURNU;AGUSTOS;719;1.01.2002
2006;BEYOGLU;EKIM;721;1.01.2006
2016;ESENYURT;AGUSTOS;724;1.01.2016
2003;BEYOGLU;EKIM;725;1.01.2003
2015;ÇATALCA;OCAK;725;1.01.2015
2002;ARNAVUTKOY;AGUSTOS;728;1.01.2002
2017;KAGITHANE;EYLUL;728;1.01.2017
2004;KUCUKCEKMECE;AGUSTOS;728;1.01.2004
2006;KUCUKCEKMECE;AGUSTOS;728;1.01.2006
1999;FATIH;MAYIS;731;1.01.1999
2010;PENDIK;AGUSTOS;733;1.01.2010
2002;ZEYTINBURNU;EKIM;733;1.01.2002
2012;ARNAVUTKOY;AGUSTOS;739;1.01.2012
2013;FATIH;MAYIS;739;1.01.2013
2003;ARNAVUTKOY;EKIM;740;1.01.2003
2006;SILE;KASIM;740;1.01.2006
2002;BEYOGLU;AGUSTOS;741;1.01.2002
2002;BEYKOZ;TEMMUZ;741;1.01.2002
1999;SARIYER;EKIM;743;1.01.1999
2004;FATIH;MART;743;1.01.2004
2010;CEKMEKOY;TEMMUZ;747;1.01.2010
2003;BESIKTAS;KASIM;750;1.01.2003
2016;SILE;TEMMUZ;754;1.01.2016
2004;KUCUKCEKMECE;EYLUL;755;1.01.2004
2009;KUCUKCEKMECE;AGUSTOS;759;1.01.2009
2003;UMRANIYE;TEMMUZ;762;1.01.2003
1999;ZEYTINBURNU;EKIM;763;1.01.1999
2009;BESIKTAS;EKIM;765;1.01.2009
2016;KUCUKCEKMECE;AGUSTOS;765;1.01.2016
1999;ÇATALCA;ARALIK;766;1.01.1999
2003;ATASEHIR;SUBAT;767;1.01.2003
2010;UMRANIYE;HAZIRAN;767;1.01.2010
2010;FATIH;KASIM;768;1.01.2010
2010;FATIH;NISAN;769;1.01.2010
2000;BEYKOZ;AGUSTOS;769;1.01.2000
2016;BEYOGLU;OCAK;770;1.01.2016
2000;ZEYTINBURNU;TEMMUZ;770;1.01.2000
